AlterUrl | Mon Aug 26 2024 08:09:08 GMT-0400 (Atlantic Standard Time) | Sale | M0AYFSYP | M0AYFSYP | {"AuthorizationCode":"","AzulOrderId":"44439186","CustomOrderId":"M0AYFSYP","DateTime":"20240826080906","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjA2ZjYyNTBkLTI5YzYtNWM5NS04MDAwLTAwMDAwMzAxZDJmNyIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEFZRlNZUCIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjA2ZjYyNTBkLTI5YzYtNWM5NS04MDAwLTAwMDAwMzAxZDJmNyIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEFZRlNZUCIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:20:00 GMT-0400 (Atlantic Standard Time) | Sale | M0B59WCL | M0B59WCL | {"AuthorizationCode":"","AzulOrderId":"44439244","CustomOrderId":"M0B59WCL","DateTime":"20240826111958","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogImIzNzYwMTRiLWI1YmItNTdhMC04MDAwLTAwMDAwMzAxZTBmMyIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1OVdDTCIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogImIzNzYwMTRiLWI1YmItNTdhMC04MDAwLTAwMDAwMzAxZTBmMyIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1OVdDTCIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:21:27 GMT-0400 (Atlantic Standard Time) | Sale | M0B5BRLO | M0B5BRLO | {"AuthorizationCode":"","AzulOrderId":"44439245","CustomOrderId":"M0B5BRLO","DateTime":"20240826112125","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjhiOGI3NGRjLTg1MzYtNTQ0Yi04MDAwLTAwMDAwMzAxZTExYiIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1QlJMTyIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjhiOGI3NGRjLTg1MzYtNTQ0Yi04MDAwLTAwMDAwMzAxZTExYiIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1QlJMTyIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:25:11 GMT-0400 (Atlantic Standard Time) | Sale | M0B5GKKW | M0B5GKKW | {"AuthorizationCode":"","AzulOrderId":"44439246","CustomOrderId":"M0B5GKKW","DateTime":"20240826112510","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjk0ODc1NzM1LWRkMWUtNTNlZi04MDAwLTAwMDAwMzAxZTE0ZCIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1R0tLVyIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjk0ODc1NzM1LWRkMWUtNTNlZi04MDAwLTAwMDAwMzAxZTE0ZCIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1R0tLVyIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:25:54 GMT-0400 (Atlantic Standard Time) | Sale | M0B5HHK4 | M0B5HHK4 | {"AuthorizationCode":"","AzulOrderId":"44439247","CustomOrderId":"M0B5HHK4","DateTime":"20240826112552","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogImY4MmY2NTAyLWRkZjAtNTM4YS04MDAwLTAwMDAwMzAxZTE2YiIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1SEhLNCIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogImY4MmY2NTAyLWRkZjAtNTM4YS04MDAwLTAwMDAwMzAxZTE2YiIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1SEhLNCIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:29:00 GMT-0400 (Atlantic Standard Time) | Sale | M0B5LH8V | M0B5LH8V | {"AuthorizationCode":"","AzulOrderId":"44439249","CustomOrderId":"M0B5LH8V","DateTime":"20240826112859","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogImRiNmNiNzhlLTM3NWMtNTUzZi04MDAwLTAwMDAwMzAxZTFiMSIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1TEg4ViIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogImRiNmNiNzhlLTM3NWMtNTUzZi04MDAwLTAwMDAwMzAxZTFiMSIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1TEg4ViIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:29:48 GMT-0400 (Atlantic Standard Time) | Sale | M0B5MITO | M0B5MITO | {"AuthorizationCode":"","AzulOrderId":"44439250","CustomOrderId":"M0B5MITO","DateTime":"20240826112947","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogImQ4OWRjZDk4LTYxMzYtNTk3Ny04MDAwLTAwMDAwMzAxZTFiYiIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1TUlUTyIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogImQ4OWRjZDk4LTYxMzYtNTk3Ny04MDAwLTAwMDAwMzAxZTFiYiIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1TUlUTyIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:31:47 GMT-0400 (Atlantic Standard Time) | Sale | M0B5P1YX | M0B5P1YX | {"AuthorizationCode":"","AzulOrderId":"44439251","CustomOrderId":"M0B5P1YX","DateTime":"20240826113145","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjE4NDNmOTMxLWRkNDAtNTg4Zi04MDAwLTAwMDAwMzAxZTFmNyIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1UDFZWCIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjE4NDNmOTMxLWRkNDAtNTg4Zi04MDAwLTAwMDAwMzAxZTFmNyIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1UDFZWCIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:32:34 GMT-0400 (Atlantic Standard Time) | Sale | M0B5Q2QG | M0B5Q2QG | {"AuthorizationCode":"","AzulOrderId":"44439252","CustomOrderId":"M0B5Q2QG","DateTime":"20240826113233","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjRlMjAzZDVmLTZjNzAtNWZkYi04MDAwLTAwMDAwMzAxZTIwMSIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1UTJRRyIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjRlMjAzZDVmLTZjNzAtNWZkYi04MDAwLTAwMDAwMzAxZTIwMSIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1UTJRRyIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 11:35:35 GMT-0400 (Atlantic Standard Time) | Sale | M0B5TXPD | M0B5TXPD | {"AuthorizationCode":"","AzulOrderId":"44439253","CustomOrderId":"M0B5TXPD","DateTime":"20240826113533","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjM0MmFkMzhhLWJkOWEtNWU5Yi04MDAwLTAwMDAwMzAxZTIxNSIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1VFhQRCIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjM0MmFkMzhhLWJkOWEtNWU5Yi04MDAwLTAwMDAwMzAxZTIxNSIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI1VFhQRCIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
MainUrl | Mon Aug 26 2024 13:18:41 GMT-0400 (Atlantic Standard Time) | Sale | M0B9IJK1 | M0B9IJK1 | {"AuthorizationCode":"","AzulOrderId":"44439262","CustomOrderId":"M0B9IJK1","DateTime":"20240826131840","ErrorDescription":"","IsoCode":"3D2METHOD","LotNumber":"","RRN":"","ResponseCode":"ISO8583","ResponseMessage":"3D_SECURE_2_METHOD","ThreeDSMethod":{"MethodForm":"<iframe id=\"tdsMmethodTgtFrame\" name=\"tdsMmethodTgtFrame\" style=\"visibility: hidden; width: 1px; height: 1px;\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <!--.-->\n</iframe><form id=\"tdsMmethodForm\" name=\"tdsMmethodForm\" action=\"https://3ds-acs.test.modirum.com/mdpayacs/3ds-method\" method=\"post\" target=\"tdsMmethodTgtFrame\" xmlns=\"http://www.w3.org/1999/xhtml\">\n    <input type=\"hidden\" name=\"3DSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjE1MTA1YTYzLTUwMjQtNTk1Ni04MDAwLTAwMDAwMzAxZTRjNyIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI5SUpLMSIgfQ\"/>\n    <input type=\"hidden\" name=\"threeDSMethodData\" value=\"eyAidGhyZWVEU1NlcnZlclRyYW5zSUQiIDogIjE1MTA1YTYzLTUwMjQtNTk1Ni04MDAwLTAwMDAwMzAxZTRjNyIsICJ0aHJlZURTTWV0aG9kTm90aWZpY2F0aW9uVVJMIiA6ICJodHRwczovLzdiZTUtMTQ4LTAtMTM0LTEwNy5uZ3Jvay1mcmVlLmFwcC9hcGkvdjEvYXp1bC1wYXltZW50LTNkcy1ub3RpZmljYXRpb24_b3JkZXJJZD1NMEI5SUpLMSIgfQ\"/>\n    <script type=\"text/javascript\">\n\t\t\t\tdocument.getElementById(\"tdsMmethodForm\").submit();\n\t\t\t</script>\n</form>"},"Ticket":""}
